183|||10|||9
184|||10|||10
185|||10|||10
186|||10|||10
187|||10|||10
188|||10|||10
189|||1|||0
190|||12|||12
191|||12|||11
192|||12|||11
193|||12|||11
194|||12|||11
195|||12|||11
196|||12|||12
197|||12|||12
198|||12|||12
199|||12|||12
200|||3|||0
201|||3|||2
202|||3|||0
203|||3|||2
204|||3|||0
205|||2|||0
206|||4|||0
207|||2|||0
208|||10|||8
209|||10|||10
210|||10|||9
211|||10|||7
212|||4|||4
213|||1|||0
214|||1|||0
215|||2|||0
216|||2|||1
217|||3|||1
218|||2|||0
219|||2|||2
220|||7|||6
221|||7|||7
222|||7|||6
223|||7|||7
224|||7|||5
225|||2|||0
226|||3|||0
227|||3|||3
228|||3|||3
229|||4|||0
230|||4|||2
231|||4|||3
232|||2|||0
233|||11|||9
234|||11|||10
235|||11|||10
236|||4|||3
237|||1|||0
238|||3|||0
239|||5|||4
240|||5|||5
241|||5|||4
242|||3|||2
243|||6|||4
244|||6|||5
245|||6|||6
246|||6|||6
247|||6|||5
248|||11|||8
249|||11|||9
250|||2|||2
251|||2|||2
252|||3|||0
253|||3|||2
254|||3|||3
255|||6|||5
256|||6|||6
257|||8|||2
258|||13|||10
259|||13|||11
260|||2|||0
261|||9|||7
262|||7|||7
263|||7|||7
264|||7|||6
265|||5|||0
266|||6|||4
267|||6|||5
268|||18|||18
269|||18|||16
270|||18|||18
271|||18|||16
272|||18|||17
273|||18|||15
274|||18|||17
275|||18|||17
276|||18|||18
277|||18|||18
278|||2|||0
279|||7|||5
280|||2|||2
281|||2|||0
282|||4|||2
283|||4|||3
284|||4|||4
285|||5|||3
286|||5|||3
287|||5|||5
288|||5|||4
289|||2|||0
290|||2|||2
291|||2|||0
292|||2|||2
293|||6|||5
294|||6|||6
295|||15|||13
296|||15|||13
297|||3|||0
298|||9|||9
299|||9|||9
300|||1|||0
301|||1|||1
302|||1|||1
303|||1|||0
304|||3|||3
305|||8|||6
306|||1|||0
307|||2|||0
308|||3|||3
309|||3|||1
310|||3|||2
311|||3|||1
312|||3|||3
313|||1|||0
314|||1|||1
315|||3|||3
316|||3|||3
317|||4|||3
318|||4|||4
319|||5|||0
320|||4|||1
321|||16|||16
322|||16|||16
323|||16|||14
324|||16|||13
325|||16|||15
326|||16|||16
327|||1|||0
328|||1|||1
329|||11|||9
330|||11|||10
331|||11|||9
332|||11|||10
333|||11|||9
334|||11|||10
335|||3|||2
336|||2|||0
337|||12|||11
338|||12|||12
339|||12|||9
340|||12|||11
341|||12|||12
342|||12|||11
343|||2|||1
344|||2|||2
345|||2|||2
346|||6|||3
347|||16|||15
348|||16|||14
349|||16|||14
350|||3|||0
351|||6|||6
352|||6|||6
353|||6|||5
354|||4|||0
355|||2|||0
356|||6|||3
357|||6|||5
358|||4|||0
359|||4|||2
360|||3|||0
361|||2|||0
362|||7|||7
363|||7|||6
364|||7|||7
365|||7|||7
366|||3|||0
367|||3|||3
368|||2|||0
369|||2|||2
370|||2|||0
371|||4|||2
372|||4|||3
373|||10|||9
374|||10|||7
375|||10|||8
376|||3|||0
377|||3|||2
378|||2|||2
379|||3|||0
380|||2|||0
381|||5|||0
382|||5|||4
383|||3|||0
384|||3|||2
385|||5|||4
386|||5|||5
387|||2|||0
388|||1|||0
389|||7|||6
390|||7|||5
391|||7|||6
392|||3|||0
393|||4|||2
394|||4|||4
395|||4|||4
396|||3|||2
397|||4|||2
398|||1|||0
399|||2|||2
400|||2|||2
401|||3|||1
402|||3|||2
403|||3|||3
404|||2|||0
405|||1|||0
406|||1|||1
407|||3|||2
408|||2|||0
409|||1|||0
410|||9|||8
411|||9|||9
412|||9|||9
413|||9|||7
414|||9|||8
415|||2|||0
416|||1|||0
417|||4|||4
418|||5|||0
419|||8|||5
420|||8|||7
421|||8|||8
422|||2|||0
423|||2|||2
424|||2|||2
425|||3|||0
426|||3|||2
427|||2|||2
428|||1|||0
429|||13|||12
430|||13|||13
431|||13|||12
432|||13|||11
433|||13|||13
434|||3|||1
435|||1|||1
436|||1|||1
437|||1|||1
438|||1|||0
439|||3|||0
440|||3|||0
441|||3|||3
442|||4|||0
443|||4|||0
444|||4|||2
445|||4|||3
446|||14|||12
447|||14|||14
448|||3|||0
449|||3|||0
450|||8|||7
451|||8|||8
452|||1|||0
453|||6|||2
454|||6|||6
455|||4|||2
456|||2|||1
457|||2|||1
458|||3|||0
459|||3|||3
460|||7|||6
461|||7|||7
462|||2|||0
463|||4|||3
464|||4|||4
465|||2|||0
466|||2|||2
467|||1|||0
468|||2|||0
469|||2|||2
470|||7|||3
471|||2|||2
472|||2|||2
473|||13|||12
474|||13|||12
475|||13|||13
476|||13|||13
477|||1|||0
478|||2|||1
479|||2|||2
480|||4|||2
481|||3|||3
482|||3|||0
483|||3|||2
484|||3|||3
485|||4|||0
486|||4|||2
487|||4|||3
488|||7|||3
489|||7|||6
490|||7|||7
491|||3|||2
492|||3|||3
493|||1|||0
494|||5|||4
495|||5|||4
496|||5|||5
497|||3|||0
498|||3|||2
499|||8|||6
500|||8|||7
501|||8|||8
502|||8|||8
503|||8|||8
504|||4|||4
505|||17|||16
506|||17|||15
507|||17|||16
508|||17|||16
509|||1|||0
510|||10|||10
511|||10|||10
512|||10|||10
513|||10|||10
514|||10|||10
515|||10|||10
516|||10|||10
517|||2|||0
518|||2|||2
519|||12|||9
520|||12|||8
521|||12|||9
522|||2|||0
523|||2|||2
524|||3|||0
525|||3|||2
526|||3|||2
527|||3|||3
528|||2|||0
529|||2|||2
530|||2|||2
531|||2|||0
532|||2|||2
533|||2|||2
534|||17|||16
535|||17|||15
536|||17|||16
537|||17|||16
538|||17|||17
539|||7|||6
540|||7|||5
541|||7|||6
542|||1|||0
543|||2|||0
544|||3|||0
545|||3|||2
546|||3|||0
547|||3|||2
548|||2|||0
549|||3|||0
550|||3|||2
551|||4|||4
552|||4|||4
553|||2|||0
554|||3|||0
555|||1|||0
556|||3|||0
557|||5|||2
558|||7|||6
559|||7|||7
560|||7|||6
561|||1|||0
562|||3|||0
563|||3|||0
564|||3|||2
565|||8|||6
566|||4|||2
567|||5|||3
568|||5|||4
569|||5|||5
570|||5|||3
571|||5|||4
572|||7|||4
573|||7|||5
574|||7|||7
575|||7|||6
576|||4|||4
577|||4|||4
578|||3|||0
579|||2|||0
580|||4|||4
581|||10|||9
582|||10|||6
583|||10|||10
584|||10|||10
585|||10|||10
586|||4|||0
587|||4|||3
588|||3|||0
589|||3|||2
590|||3|||0
591|||7|||5
592|||3|||0
593|||14|||14
594|||14|||14
595|||14|||14
596|||14|||14
597|||14|||14
598|||14|||14
599|||14|||14
600|||3|||0
601|||3|||2
602|||19|||13
603|||19|||15
604|||2|||0
605|||2|||2
606|||7|||5
607|||7|||6
608|||7|||7
609|||8|||5
610|||8|||5
611|||3|||0
612|||2|||0
613|||5|||4
614|||5|||5
615|||5|||5
616|||1|||0
617|||13|||13
618|||13|||10
619|||13|||11
620|||13|||13
621|||13|||10
622|||13|||11
623|||13|||13
624|||13|||13
625|||7|||4
626|||7|||6
627|||7|||5
628|||7|||6
629|||4|||4
630|||5|||2
631|||5|||3
632|||6|||3
633|||6|||5
634|||2|||0
635|||2|||2
636|||2|||0
637|||1|||0
638|||1|||1
639|||1|||0
640|||11|||8
641|||11|||10
642|||11|||11
643|||5|||0
644|||2|||0
645|||2|||2
646|||11|||11
647|||11|||10
648|||11|||10
649|||17|||14
650|||17|||17
651|||17|||17
652|||17|||17
653|||17|||15
654|||17|||17
655|||4|||2
656|||10|||8
657|||10|||10
658|||10|||10
659|||10|||10
660|||4|||3
661|||4|||4
662|||4|||4
663|||4|||0
664|||4|||3
665|||1|||0
666|||7|||7
667|||7|||6
668|||7|||6
669|||7|||7
670|||7|||7
671|||4|||1
672|||4|||2
673|||4|||2
674|||4|||4
675|||1|||0
676|||3|||0
677|||7|||3
678|||1|||0
679|||8|||8
680|||8|||8
681|||4|||2
682|||4|||4
683|||4|||4
684|||1|||0
685|||5|||0
686|||5|||5
687|||2|||2
688|||3|||2
689|||3|||3
690|||3|||0
691|||3|||3
692|||1|||0
693|||6|||3
694|||7|||7
695|||7|||7
696|||7|||5
697|||7|||6
698|||7|||6
699|||7|||7
700|||7|||7
701|||7|||6
702|||7|||7
703|||7|||7
704|||4|||2
705|||4|||3
706|||4|||3
707|||4|||4
708|||3|||0
709|||3|||2
710|||3|||3
711|||5|||3
712|||5|||4
713|||5|||3
714|||5|||4
715|||5|||5
716|||9|||8
717|||9|||8
718|||9|||9
719|||2|||0
720|||2|||2
721|||4|||3
722|||4|||3
723|||3|||0
724|||3|||2
725|||2|||0
726|||2|||2
727|||4|||3
728|||4|||4
729|||4|||3
730|||4|||4
731|||2|||0
732|||2|||2
733|||4|||4
734|||3|||0
735|||4|||2
736|||3|||2
737|||3|||3
738|||4|||0
739|||4|||2
740|||4|||0
741|||4|||4
742|||2|||0
743|||3|||0
744|||3|||3
745|||15|||13
746|||15|||14
747|||15|||14
748|||2|||0
749|||3|||0
750|||1|||0
751|||1|||1
752|||8|||6
753|||8|||7
754|||8|||7
755|||8|||7
756|||5|||1
757|||3|||0
758|||3|||2
759|||5|||3
760|||5|||5
761|||4|||0
762|||2|||0
763|||6|||6
764|||6|||3
765|||6|||4
766|||6|||5
767|||3|||3
768|||4|||0
769|||8|||6
770|||8|||8
771|||8|||8
772|||1|||0
773|||15|||13
774|||3|||0
775|||3|||2
776|||2|||0
777|||2|||2
778|||6|||0
779|||6|||3
780|||14|||11
781|||14|||12
782|||14|||12
783|||19|||19
784|||19|||17
785|||19|||19
786|||19|||19
787|||19|||17
788|||9|||8
789|||9|||5
790|||9|||7
791|||9|||8
792|||3|||0
793|||3|||2
794|||5|||3
795|||6|||2
796|||6|||4
797|||1|||0
798|||10|||10
799|||2|||0
800|||2|||2
801|||1|||0
802|||3|||0
803|||3|||2
804|||3|||3
805|||14|||12
806|||14|||12
807|||14|||9
808|||14|||12
809|||4|||1
810|||1|||0
811|||4|||1
812|||4|||0
813|||4|||3
814|||4|||4
815|||1|||0
816|||3|||1
817|||3|||2
818|||2|||0
819|||12|||10
820|||4|||0
821|||4|||3
822|||1|||0
823|||4|||2
824|||4|||3
825|||4|||4
826|||1|||0
827|||3|||2
828|||3|||3
829|||1|||0
830|||1|||0
831|||12|||9
832|||2|||0
833|||2|||1
834|||2|||1
835|||1|||0
836|||3|||0
837|||3|||2
838|||5|||5
839|||5|||4
840|||5|||5
841|||3|||0
842|||3|||2
843|||9|||9
844|||9|||9
845|||9|||7
846|||9|||9
847|||9|||9
848|||6|||3
849|||5|||5
850|||5|||5
851|||5|||3
852|||5|||4
853|||5|||5
854|||3|||1
855|||3|||2
856|||3|||2
857|||2|||2
858|||4|||0
859|||6|||4
860|||6|||5
861|||6|||6
862|||2|||0
863|||2|||1
864|||4|||0
865|||4|||2
866|||1|||0
867|||1|||1
868|||9|||7
869|||5|||2
870|||5|||3
871|||5|||5
872|||6|||5
873|||6|||6
874|||6|||6
875|||6|||6
876|||3|||3
877|||3|||3
878|||4|||3
879|||4|||4
880|||4|||0
881|||4|||4
882|||4|||0
883|||4|||3
884|||8|||4
885|||8|||6
886|||8|||7
887|||8|||8
888|||1|||0
889|||1|||0
890|||3|||0
891|||3|||3
892|||3|||1
893|||3|||2
894|||3|||1
895|||3|||2
896|||2|||0
897|||8|||8
898|||8|||8
899|||8|||7
900|||8|||8
901|||8|||6
902|||8|||7
903|||2|||0
904|||4|||2
905|||4|||3
906|||24|||23
907|||24|||23
908|||24|||23
909|||24|||23
910|||24|||23
911|||24|||22
912|||4|||0
913|||3|||0
914|||2|||2
915|||8|||2
916|||9|||9
917|||9|||8
918|||9|||9
919|||9|||9
920|||9|||5
921|||4|||3
922|||4|||3
923|||4|||4
924|||4|||4
925|||3|||0
926|||3|||3
927|||5|||4
928|||5|||5
929|||1|||0
930|||1|||0
931|||3|||2
932|||3|||3
933|||4|||3
934|||3|||2
935|||3|||3
936|||3|||3
937|||11|||10
938|||11|||11
939|||11|||10
940|||11|||11
941|||11|||11
942|||11|||11
943|||3|||1
944|||4|||4
945|||4|||4
946|||2|||0
947|||1|||0
948|||3|||0
949|||3|||2
950|||5|||4
951|||5|||3
952|||2|||0
953|||17|||13
954|||3|||0
955|||6|||3
956|||6|||3
957|||6|||5
958|||6|||6
959|||1|||0
960|||2|||0
961|||2|||2
962|||4|||0
963|||4|||4
964|||4|||4
965|||5|||4
966|||5|||4
967|||1|||0
968|||5|||0
969|||5|||5
970|||5|||5
971|||7|||5
972|||7|||6
973|||7|||7
974|||6|||5
975|||6|||5
976|||6|||5
977|||7|||5
978|||7|||5
979|||7|||6
980|||7|||5
981|||7|||6
982|||7|||6
983|||8|||8
984|||8|||7
985|||3|||0
986|||3|||2
987|||8|||6
988|||8|||7
989|||8|||8
990|||8|||7
991|||8|||8
992|||8|||8
993|||3|||0
994|||3|||0
995|||3|||0
996|||2|||0
997|||2|||2
998|||2|||2
999|||2|||0
1000|||2|||2
1001|||12|||11
1002|||12|||10
1003|||12|||11
1004|||3|||0
1005|||8|||7
1006|||8|||7
1007|||8|||8
1008|||4|||2
1009|||4|||3
1010|||4|||4
1011|||7|||5
1012|||8|||7
1013|||8|||8
1014|||8|||8
1015|||8|||8
1016|||8|||8
1017|||8|||8
1018|||3|||3
1019|||2|||0
1020|||2|||1
1021|||2|||1
1022|||2|||0
1023|||2|||2
1024|||3|||0
1025|||3|||2
1026|||3|||0
1027|||3|||2
1028|||14|||12
1029|||14|||13
1030|||14|||9
1031|||14|||14
1032|||6|||3
1033|||6|||4
1034|||6|||6
1035|||3|||0
1036|||3|||2
1037|||3|||0
1038|||2|||0
1039|||2|||0
1040|||3|||2
1041|||3|||3
1042|||2|||0
1043|||3|||3
1044|||3|||3
1045|||3|||3
1046|||6|||4
1047|||6|||5
1048|||6|||6
1049|||6|||6
1050|||16|||15
1051|||16|||16
1052|||16|||16
1053|||16|||16
1054|||16|||16
1055|||7|||6
1056|||7|||2
1057|||7|||4
1058|||7|||7
1059|||11|||10
1060|||11|||11
1061|||2|||0
1062|||2|||1
1063|||2|||1
1064|||11|||10
1065|||11|||11
1066|||11|||9
1067|||11|||10
1068|||11|||10
1069|||11|||10
1070|||9|||7
1071|||9|||8
1072|||9|||7
1073|||9|||8
1074|||1|||0
1075|||3|||2
1076|||3|||3
1077|||3|||0
1078|||3|||2
1079|||3|||3
1080|||11|||11
1081|||11|||9
1082|||2|||0
1083|||2|||2
1084|||5|||3
1085|||5|||5
1086|||5|||5
1087|||14|||14
1088|||14|||13
1089|||14|||13
1090|||14|||14
1091|||3|||2
1092|||2|||2
1093|||3|||1
1094|||7|||7
1095|||7|||6
1096|||7|||7
1097|||7|||7
1098|||5|||4
1099|||5|||5
1100|||5|||3
1101|||5|||4
1102|||7|||5
1103|||7|||6
1104|||2|||0
1105|||2|||2
1106|||2|||0
1107|||2|||2
1108|||6|||2
1109|||3|||2
1110|||3|||3
1111|||3|||3
1112|||3|||3
1113|||3|||0
1114|||3|||0
1115|||3|||2
1116|||6|||4
1117|||6|||6
1118|||5|||5
1119|||5|||5
1120|||5|||4
1121|||5|||5
1122|||10|||8
1123|||10|||10
1124|||10|||10
1125|||10|||8
1126|||10|||10
1127|||3|||0
1128|||3|||2
1129|||3|||0
1130|||3|||2
1131|||8|||8
1132|||8|||6
1133|||8|||8
1134|||8|||7
1135|||8|||7
1136|||5|||0
1137|||2|||1
1138|||3|||3
1139|||14|||12
1140|||14|||13
1141|||14|||12
1142|||1|||0
1143|||4|||2
1144|||2|||0
1145|||2|||2
1146|||2|||0
1147|||2|||2
1148|||1|||0
1149|||3|||0
1150|||2|||2
1151|||2|||2
1152|||5|||3
1153|||5|||4
1154|||5|||5
1155|||5|||5
1156|||4|||0
1157|||3|||2
1158|||3|||3
1159|||3|||3
1160|||4|||4
1161|||4|||3
1162|||4|||4
1163|||4|||4
1164|||2|||0
1165|||5|||4
1166|||5|||5
1167|||13|||12
1168|||13|||12
1169|||13|||12
1170|||13|||11
1171|||13|||12
1172|||1|||0
1173|||3|||0
1174|||5|||5
1175|||1|||0
1176|||2|||0
1177|||2|||2
1178|||14|||12
1179|||14|||13
1180|||3|||0
1181|||3|||2
1182|||1|||0
1183|||2|||0
1184|||3|||0
1185|||3|||2
1186|||3|||3
1187|||3|||0
1188|||3|||2
1189|||3|||3
1190|||3|||0
1191|||3|||2
1192|||3|||0
1193|||3|||2
1194|||5|||3
1195|||5|||4
1196|||14|||13
1197|||14|||14
1198|||14|||12
1199|||14|||14
1200|||1|||0
1201|||1|||1
1202|||1|||0
1203|||1|||1
1204|||1|||1
1205|||5|||3
1206|||5|||4
1207|||5|||4
1208|||2|||0
1209|||1|||0
1210|||1|||0
1211|||3|||2
1212|||4|||2
1213|||20|||19
1214|||20|||20
1215|||20|||19
1216|||20|||18
1217|||20|||20
1218|||5|||4
1219|||5|||5
1220|||3|||0
1221|||3|||1
1222|||4|||2
1223|||4|||3
1224|||5|||5
1225|||5|||4
1226|||5|||5
1227|||5|||0
1228|||5|||5
1229|||3|||3
1230|||3|||3
1231|||4|||2
1232|||4|||4
1233|||16|||15
1234|||16|||14
1235|||16|||15
1236|||16|||15
1237|||4|||0
1238|||4|||1
1239|||4|||2
1240|||4|||2
1241|||3|||0
1242|||3|||2
1243|||2|||2
1244|||2|||0
1245|||2|||2
1246|||2|||0
1247|||3|||0
1248|||3|||2
1249|||9|||6
1250|||9|||7
1251|||9|||9
1252|||3|||2
1253|||7|||7
1254|||7|||5
1255|||7|||6
1256|||7|||3
1257|||7|||4
1258|||7|||7
1259|||5|||4
1260|||5|||5
1261|||5|||4
1262|||5|||4
1263|||4|||0
1264|||2|||1
1265|||8|||6
1266|||8|||8
1267|||11|||10
1268|||11|||11
1269|||11|||11
1270|||11|||9
1271|||11|||10
1272|||11|||11
1273|||11|||9
1274|||11|||10
1275|||11|||11
1276|||6|||4
1277|||6|||5
1278|||3|||1
1279|||3|||2
1280|||3|||3
1281|||2|||0
1282|||4|||2
1283|||1|||0
1284|||3|||0
1285|||5|||3
1286|||5|||4
1287|||5|||5
1288|||5|||4
1289|||5|||5
1290|||3|||0
1291|||1|||0
1292|||11|||10
1293|||11|||11
1294|||6|||4
1295|||10|||9
1296|||10|||10
1297|||10|||10
1298|||12|||10
1299|||12|||12
1300|||12|||12
1301|||12|||11
1302|||12|||12
1303|||12|||12
1304|||2|||0
1305|||2|||1
1306|||2|||2
1307|||1|||0
1308|||2|||0
1309|||2|||2
1310|||3|||0
1311|||2|||0
1312|||4|||3
1313|||4|||4
1314|||4|||4
1315|||4|||4
1316|||5|||2
1317|||5|||3
1318|||5|||4
1319|||3|||0
1320|||3|||2
1321|||3|||0
1322|||3|||2
1323|||3|||3
1324|||3|||3
1325|||3|||2
1326|||3|||3
1327|||3|||3
1328|||4|||4
1329|||4|||0
1330|||4|||3
1331|||4|||4
1332|||3|||0
1333|||2|||2
1334|||5|||3
1335|||5|||5
1336|||2|||0
1337|||2|||0
1338|||2|||2
1339|||5|||5
1340|||5|||5
1341|||5|||4
1342|||5|||5
1343|||3|||0
1344|||3|||2
1345|||3|||3
1346|||3|||0
1347|||3|||2
1348|||7|||7
1349|||7|||7
1350|||7|||6
1351|||7|||7
1352|||4|||0
1353|||11|||9
1354|||11|||10
1355|||11|||11
1356|||11|||11
1357|||1|||0
1358|||3|||0
1359|||9|||7
1360|||9|||8
1361|||9|||7
1362|||9|||8
1363|||2|||0
1364|||5|||3
1365|||5|||4
1366|||5|||3
1367|||5|||4
1368|||11|||11
1369|||11|||11
1370|||11|||11
1371|||11|||10
1372|||11|||10
1373|||11|||10
1374|||11|||9
1375|||1|||0
1376|||2|||0
1377|||2|||2
1378|||2|||2
1379|||3|||0
1380|||6|||3
1381|||6|||4
1382|||6|||6
1383|||6|||5
1384|||6|||6
1385|||4|||0
1386|||4|||2
1387|||4|||3
1388|||5|||0
1389|||9|||0
1390|||3|||0
1391|||3|||2
1392|||3|||3
1393|||9|||7
1394|||9|||8
1395|||9|||9
1396|||9|||8
1397|||9|||9
1398|||6|||5
1399|||6|||6
1400|||6|||5
1401|||11|||9
1402|||11|||10
1403|||11|||9
1404|||11|||10
1405|||1|||0
1406|||2|||2
1407|||4|||0
1408|||1|||0
1409|||5|||3
1410|||5|||4
1411|||5|||5
1412|||5|||5
1413|||5|||5
1414|||1|||0
1415|||1|||0
1416|||2|||0
1417|||2|||2
1418|||2|||0
1419|||2|||2
1420|||2|||2
1421|||4|||0
1422|||4|||3
1423|||2|||2
1424|||4|||3
1425|||8|||5
1426|||8|||6
1427|||4|||2
1428|||11|||9
1429|||11|||10
1430|||11|||11
1431|||11|||11
1432|||11|||11
1433|||11|||9
1434|||3|||0
1435|||3|||2
1436|||3|||2
1437|||3|||3
1438|||2|||0
1439|||2|||2
1440|||2|||0
1441|||4|||2
1442|||2|||0
1443|||2|||2
1444|||10|||8
1445|||10|||9
1446|||10|||10
1447|||10|||9
1448|||10|||10
1449|||3|||0
1450|||3|||2
1451|||3|||3
1452|||4|||0
1453|||4|||3
1454|||4|||4
1455|||5|||0
1456|||6|||5
1457|||6|||6
1458|||7|||4
1459|||7|||7
1460|||7|||6
1461|||2|||0
1462|||2|||2
1463|||20|||20
1464|||20|||19
1465|||20|||20
1466|||20|||19
1467|||2|||0
1468|||2|||1
1469|||2|||0
1470|||1|||0
1471|||4|||2
1472|||4|||4
1473|||4|||2
1474|||4|||2
1475|||4|||2
1476|||4|||4
1477|||4|||3
1478|||4|||4
1479|||3|||2
1480|||5|||0
1481|||5|||0
1482|||4|||0
1483|||4|||2
1484|||4|||3
1485|||4|||3
1486|||4|||0
1487|||3|||0
1488|||3|||2
1489|||3|||1
1490|||2|||0
1491|||2|||0
1492|||3|||0
1493|||2|||0
1494|||2|||2
1495|||14|||12
1496|||14|||13
1497|||14|||12
1498|||14|||13
1499|||12|||9
1500|||12|||11
1501|||12|||11
1502|||3|||0
1503|||3|||2
1504|||7|||0
1505|||7|||2
1506|||7|||7
1507|||3|||0
1508|||4|||0
1509|||4|||3
1510|||2|||2
1511|||2|||0
1512|||3|||0
1513|||3|||2
1514|||6|||4
1515|||1|||0
1516|||1|||0
1517|||2|||0
1518|||2|||0
1519|||20|||16
1520|||20|||18
1521|||20|||15
1522|||20|||16
1523|||20|||18
1524|||20|||15
1525|||20|||16
1526|||20|||18
1527|||20|||20
1528|||3|||0
1529|||3|||3
1530|||4|||3
1531|||4|||4
1532|||4|||3
1533|||2|||0
1534|||5|||2
1535|||2|||1
1536|||2|||2
1537|||2|||0
1538|||2|||2
1539|||4|||2
1540|||3|||0
1541|||6|||6
1542|||6|||3
1543|||1|||0
1544|||21|||20
1545|||21|||19
1546|||21|||20
1547|||21|||20
1548|||21|||18
1549|||21|||19
1550|||2|||0
1551|||3|||0
1552|||3|||2
1553|||3|||3
1554|||6|||5
1555|||6|||6
1556|||6|||6
1557|||6|||6
1558|||2|||2
1559|||2|||0
1560|||7|||6
1561|||7|||7
1562|||7|||6
1563|||7|||7
1564|||7|||6
1565|||7|||5
1566|||1|||0
1567|||1|||1
1568|||5|||0
1569|||1|||0
1570|||16|||16
1571|||16|||15
1572|||16|||16
1573|||16|||10
1574|||16|||14
1575|||3|||0
1576|||3|||2
1577|||3|||0
1578|||3|||2
1579|||2|||0
1580|||5|||5
1581|||5|||4
1582|||5|||4
1583|||5|||5
1584|||2|||2
1585|||2|||2
1586|||3|||0
1587|||3|||2
1588|||3|||3
1589|||10|||7
1590|||3|||0
1591|||3|||2
1592|||2|||0
1593|||4|||2
1594|||3|||2
1595|||3|||2
1596|||1|||0
1597|||5|||3
1598|||5|||4
1599|||7|||5
1600|||7|||5
1601|||7|||6
1602|||5|||3
1603|||5|||4
1604|||1|||0
1605|||11|||8
1606|||11|||11
1607|||11|||11
1608|||11|||11
1609|||11|||11
1610|||11|||11
1611|||1|||0
1612|||1|||1
1613|||20|||19
1614|||20|||20
1615|||20|||19
1616|||20|||19
1617|||20|||20
1618|||20|||20
1619|||20|||16
1620|||3|||3
1621|||3|||2
1622|||8|||6
1623|||8|||7
1624|||8|||6
1625|||8|||7
1626|||1|||1
1627|||1|||1
1628|||2|||0
1629|||10|||8
1630|||10|||10
1631|||10|||10
1632|||10|||10
1633|||10|||10
1634|||2|||0
1635|||2|||2
1636|||5|||3
1637|||5|||4
1638|||5|||5
1639|||6|||3
1640|||6|||5
1641|||8|||6
1642|||8|||8
1643|||8|||7
1644|||4|||0
1645|||4|||3
1646|||4|||3
1647|||2|||0
1648|||9|||8
1649|||9|||9
1650|||3|||2
1651|||3|||3
1652|||3|||3
1653|||3|||2
1654|||3|||0
1655|||3|||2
1656|||1|||0
1657|||1|||1
1658|||2|||0
1659|||2|||2
1660|||8|||6
1661|||5|||2
1662|||5|||3
1663|||5|||4
1664|||5|||5
1665|||3|||0
